id,type,timingData.startTimeInNanos,timingData.endTimeInNanos,timingData.responseTime,timingData.processingTime,timingData.selfTime,timingData.suspensionTime,timingData.cpuTime,timingData.waitTime,timingData.diskIOTime,timingData.networkIOTime,timingData.syncTime,timingData.totalExecutionTime,purePathsData.infoData.serviceId,purePathsData.infoData.serviceName,purePathsData.infoData.dimension,purePathsData.infoData.callURI,purePathsData.infoData.traceIdHex,purePathsData.infoData.callStartTime,purePathsData.infoData.multiplicity,purePathsData.infoData.failed,purePathsData.infoData.serviceType,purePathsData.infoData.technologyType,purePathsData.infoData.callFlawBits,purePathsData.infoData.anyFlaws,purePathsData.infoData.external,purePathsData.infoData.autoSensorDataExists,purePathsData.infoData.pgName,purePathsData.infoData.pgiName,purePathsData.infoData.pgiId,purePathsData.infoData.serverEntryPoint,purePathsData.timingData.startTimeInNanos,purePathsData.timingData.endTimeInNanos,purePathsData.timingData.responseTime,purePathsData.timingData.processingTime,purePathsData.timingData.selfTime,purePathsData.timingData.suspensionTime,purePathsData.timingData.cpuTime,purePathsData.timingData.waitTime,purePathsData.timingData.diskIOTime,purePathsData.timingData.networkIOTime,purePathsData.timingData.syncTime,purePathsData.databaseData.sqlFetchesPerExecution,purePathsData.databaseData.sqlRowsReturnedPerExecution,purePathsData.childCallsData.callsToDatabases,purePathsData.childCallsData.callsToServices,purePathsData.childCallsData.timeSpentInCallsToDatabases,purePathsData.childCallsData.timeSpentInCallsToServices,purePathsData.requestData.httpCode,purePathsData.requestData.httpCodeValid,purePathsData.requestAttributesData.requestAttributesCount,purePathsData.type,traceData
12610243Z1X67X0X3447678894X20260602104310Y0Y0.session,PurePath,1780410976294286000,1780410976424281000,129995,129995,130017,0,40103,0,0,89637,0,130017,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,12610243Z1X67X0X3447678894X20260602104310Y0Y0.session,8074aa17c1a28b574de9a5b2b88a9df1,1780410976294,2,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-84qvs),PROCESS_GROUP_INSTANCE-89B8C79D19ABBA8B,false,1780410976294286000,1780410976424281000,129995,129995,130017,0,40103,0,0,89637,0,0,0,2,1,8996,69777,200,true,3,PurePath,,
16947449Z1X87X0X1864457646X20260602105221Y0Y0.session,PurePath,1780410976291258000,1780410976355747000,64489,64489,64512,0,34898,0,0,13087,0,64512,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,16947449Z1X87X0X1864457646X20260602105221Y0Y0.session,5c7157d747dcef9511fd4bd982fd9b19,1780410976291,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-rvcbz),PROCESS_GROUP_INSTANCE-6253C8785CC754B9,false,1780410976291258000,1780410976355747000,64489,64489,64512,0,34898,0,0,13087,0,0,0,2,1,4752,13377,200,true,3,PurePath,,
66396914Z1X20X0X2223095827X20260602104904Y0Y0.session,PurePath,1780410976184172000,1780410976259260000,75088,75088,56146,0,35783,16278,0,3418,0,56146,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,66396914Z1X20X0X2223095827X20260602104904Y0Y0.session,acbf4ae6fd45bb5d36d8702ed32a1849,1780410976184,2,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-rv2vv),PROCESS_GROUP_INSTANCE-62921E4DDD259931,false,1780410976184172000,1780410976259260000,75088,75088,56146,0,35783,16278,0,3418,0,0,0,2,1,6055,22723,200,true,2,PurePath,,
10013812Z1X59X0X2577133882X20260602104343Y0Y0.session,PurePath,1780410976143198000,1780410976219088000,75890,75890,64662,0,38594,0,0,18893,0,64662,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,10013812Z1X59X0X2577133882X20260602104343Y0Y0.session,a422625d9d235230bc6260eb90af59e5,1780410976143,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-br7rr),PROCESS_GROUP_INSTANCE-CD32EF9D406465C6,false,1780410976143198000,1780410976219088000,75890,75890,64662,0,38594,0,0,18893,0,0,0,2,1,5365,15255,200,true,2,PurePath,,
18210831Z1X61X0X1855618074X20260602111310Y0Y0.session,PurePath,1780410976096255000,1780410976196201000,99946,99946,99977,4134,44367,0,0,24847,0,99977,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,18210831Z1X61X0X1855618074X20260602111310Y0Y0.session,d7d4e1093f9bbfcd02999a9c49f71422,1780410976096,2,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-xhlqj),PROCESS_GROUP_INSTANCE-8FA982CA227ACAE8,false,1780410976096255000,1780410976196201000,99946,99946,99977,4134,44367,0,0,24847,0,0,0,2,1,8434,25425,200,true,2,PurePath,,
27270627Z1X7X0X1808203676X20260602110535Y0Y0.session,PurePath,1780410975820071000,1780410975916415000,96344,96344,9161,0,6383,89851,0,0,0,96234,SERVICE-464EB54489D67635,Microsserviços que checar restritivos do cliente e Produto (/fini/v1/brai-srv-empf-restbloq),/fini/v1/brai-srv-empf-restbloq/restritivos@_@/fini/v1/brai-srv-empf-restbloq/restritivos,27270627Z1X7X0X1808203676X20260602110535Y0Y0.session,b6f5fb02b1c178beb50c75d161af4d0b,1780410975820,1,false,WebRequest,JAVA,0,false,false,true,vshell axway-apitraffic-*,vshell axway-apitraffic-* (axway-apitraffic-cff9b6b74-p7k9z),PROCESS_GROUP_INSTANCE-1C5A393AC0CCEBF4,false,1780410975820071000,1780410975916415000,96344,96344,9161,0,6383,89851,0,0,0,0,0,0,1,0,90500,200,true,0,PurePath,,
14484286Z1X60X0X2493672002X20260602105754Y0Y0.session,PurePath,1780410975717220000,1780410975799365000,82145,82145,57111,3190,31513,20768,0,1466,0,57111,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,14484286Z1X60X0X2493672002X20260602105754Y0Y0.session,0000000000000000d94c88fb711983d0,1780410975717,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-446sq),PROCESS_GROUP_INSTANCE-CED887F3C8978DA2,false,1780410975717220000,1780410975799365000,82145,82145,57111,3190,31513,20768,0,1466,0,0,0,2,1,6506,29997,200,true,2,PurePath,,
93442128Z1X110X0X190442691X20260602113316Y0Y0.session,PurePath,1780410975711074000,1780410975806766000,95692,95692,11489,0,7988,87128,0,0,0,95116,SERVICE-464EB54489D67635,Microsserviços que checar restritivos do cliente e Produto (/fini/v1/brai-srv-empf-restbloq),/fini/v1/brai-srv-empf-restbloq/restritivos@_@/fini/v1/brai-srv-empf-restbloq/restritivos,93442128Z1X110X0X190442691X20260602113316Y0Y0.session,5e44494954c6cc93d886dc607d8a2487,1780410975711,1,false,WebRequest,JAVA,0,false,false,true,vshell axway-apitraffic-*,vshell axway-apitraffic-* (axway-apitraffic-cff9b6b74-952hw),PROCESS_GROUP_INSTANCE-60EEF216E839FCBD,false,1780410975711074000,1780410975806766000,95692,95692,11489,0,7988,87128,0,0,0,0,0,0,1,0,87879,200,true,0,PurePath,,
12533715Z1X82X0X3105577434X20260602103952Y0Y0.session,PurePath,1780410975708162000,1780410975783606000,75444,75444,75463,2944,35197,17169,0,19984,0,75463,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,12533715Z1X82X0X3105577434X20260602103952Y0Y0.session,17f3e53a561116a8055e1707bb720962,1780410975708,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-wmsq9),PROCESS_GROUP_INSTANCE-07F9E5EC76EDD8C4,false,1780410975708162000,1780410975783606000,75444,75444,75463,2944,35197,17169,0,19984,0,0,0,2,1,5946,20294,200,true,2,PurePath,,
12591294Z1X31X0X15387555X20260602113207Y0Y0.session,PurePath,1780410975665254000,1780410975749784000,84530,84530,84559,5837,45933,0,0,19114,0,84559,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,12591294Z1X31X0X15387555X20260602113207Y0Y0.session,e7330014a76cae74ae8f7e597448f42e,1780410975665,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-xhlqj),PROCESS_GROUP_INSTANCE-8FA982CA227ACAE8,false,1780410975665254000,1780410975749784000,84530,84530,84559,5837,45933,0,0,19114,0,0,0,2,1,5536,19729,200,true,2,PurePath,,
46415061Z1X59X0X1590646240X20260602111355Y0Y0.session,PurePath,1780410975507155000,1780410975575148000,67993,67993,58941,3331,33365,17580,0,0,0,58941,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,46415061Z1X59X0X1590646240X20260602111355Y0Y0.session,eede171aa6bf13d5474118b14807b163,1780410975507,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-446sq),PROCESS_GROUP_INSTANCE-CED887F3C8978DA2,false,1780410975507155000,1780410975575148000,67993,67993,58941,3331,33365,17580,0,0,0,0,0,2,1,7171,13050,200,true,3,PurePath,,
14977211Z1X14X0X4453835363X20260602104953Y0Y0.session,PurePath,1780410975396296000,1780410975915131000,518835,518835,518835,9211,10510,0,0,498181,0,518835,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,consultaCpfRfb@_@/consultaCpfRfb/<masked>,14977211Z1X14X0X4453835363X20260602104953Y0Y0.session,024a72da0623c592034f23c3e7b388df,1780410975396,2,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-xhlqj),PROCESS_GROUP_INSTANCE-8FA982CA227ACAE8,false,1780410975396296000,1780410975915131000,518835,518835,518835,9211,10510,0,0,498181,0,0,0,0,1,0,504579,200,true,3,PurePath,,
61146845Z1X88X0X42455033X20260602113508Y0Y0.session,PurePath,1780410975206250000,1780410975299459000,93209,93209,93233,5919,39552,0,0,47589,0,93233,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,61146845Z1X88X0X42455033X20260602113508Y0Y0.session,6a1eea5e000000001f311fddb4c45c70,1780410975206,2,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-84qvs),PROCESS_GROUP_INSTANCE-89B8C79D19ABBA8B,false,1780410975206250000,1780410975299459000,93209,93209,93233,5919,39552,0,0,47589,0,0,0,2,1,6477,32912,200,true,2,PurePath,,
15278786Z1X67X0X3447678630X20260602104310Y0Y0.session,PurePath,1780410974990196000,1780410975067294000,77098,77098,77116,0,35848,0,0,41132,0,77116,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,15278786Z1X67X0X3447678630X20260602104310Y0Y0.session,b09fab8efa3734ba60f0f05d9f1d2c43,1780410974990,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-r5c52),PROCESS_GROUP_INSTANCE-715A9E4EF292F76E,false,1780410974990196000,1780410975067294000,77098,77098,77116,0,35848,0,0,41132,0,0,0,2,1,13735,17101,200,true,2,PurePath,,
12471064Z1X31X0X15386718X20260602113207Y0Y0.session,PurePath,1780410974785254000,1780410974869434000,84180,84180,84206,0,43789,0,0,22350,0,84206,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,12471064Z1X31X0X15386718X20260602113207Y0Y0.session,531ddf0e6e98ff54ab98a2f46d5e2df9,1780410974785,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-xhlqj),PROCESS_GROUP_INSTANCE-8FA982CA227ACAE8,false,1780410974785254000,1780410974869434000,84180,84180,84206,0,43789,0,0,22350,0,0,0,2,1,5948,22791,200,true,2,PurePath,,
67281039Z1X107X0X879880334X20260602112212Y0Y0.session,PurePath,1780410974606240000,1780410974697481000,91241,91241,63482,5247,38439,0,0,2253,0,63482,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,67281039Z1X107X0X879880334X20260602112212Y0Y0.session,b956109707b9d9f7e09edb9017336d40,1780410974606,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-rv2vv),PROCESS_GROUP_INSTANCE-62921E4DDD259931,false,1780410974606240000,1780410974697481000,91241,91241,63482,5247,38439,0,0,2253,0,0,0,2,1,6605,30447,200,true,3,PurePath,,
19647691Z1X31X0X2217202746X20260602110155Y0Y0.session,PurePath,1780410974571160000,1780410974641546000,70386,70386,59133,0,35658,0,0,21332,0,59133,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,19647691Z1X31X0X2217202746X20260602110155Y0Y0.session,1e67391a7f4d45b2f09a97da4b3c5b59,1780410974571,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-xppg6),PROCESS_GROUP_INSTANCE-CC6F93DA5E71C4DC,false,1780410974571160000,1780410974641546000,70386,70386,59133,0,35658,0,0,21332,0,0,0,2,1,10388,13500,200,true,2,PurePath,,
64109869Z1X111X0X233176519X20260602111522Y0Y0.session,PurePath,1780410974336039000,1780410974336083000,44,44,44,0,32,0,0,0,0,44,SERVICE-20454ECA2019DD09,Ping /brai-srv-empf-restbloq - corp,ping@_@,64109869Z1X111X0X233176519X20260602111522Y0Y0.session,5302841634d5f2b18a737330537513f1,1780410974336,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,false,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-446sq),PROCESS_GROUP_INSTANCE-CED887F3C8978DA2,true,1780410974336039000,1780410974336083000,44,44,44,0,32,0,0,0,0,0,0,0,0,0,0,0,false,0,PurePath,,
64513753Z1X82X0X1661255203X20260602111017Y0Y0.session,PurePath,1780410974307250000,1780410974379741000,72491,72491,60527,3492,39189,0,0,2291,0,60527,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,64513753Z1X82X0X1661255203X20260602111017Y0Y0.session,44b15aafc176aae73aaf8d5f8ff46339,1780410974307,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-rv2vv),PROCESS_GROUP_INSTANCE-62921E4DDD259931,false,1780410974307250000,1780410974379741000,72491,72491,60527,3492,39189,0,0,2291,0,0,0,2,1,6739,14582,200,true,2,PurePath,,
49130503Z1X65X0X1961582967X20260602105822Y0Y0.session,PurePath,1780410974307181000,1780410974379561000,72380,72380,72398,3387,33769,0,0,30629,0,72398,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,49130503Z1X65X0X1961582967X20260602105822Y0Y0.session,bb5120e06d761d1f69d626d91ba8f12b,1780410974307,2,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-wmsq9),PROCESS_GROUP_INSTANCE-07F9E5EC76EDD8C4,false,1780410974307181000,1780410974379561000,72380,72380,72398,3387,33769,0,0,30629,0,0,0,2,1,7082,19623,200,true,3,PurePath,,
14053018Z1X59X0X2577133563X20260602104343Y0Y0.session,PurePath,1780410974298173000,1780410974367820000,69647,69647,55548,4475,32857,0,0,17544,0,55548,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,14053018Z1X59X0X2577133563X20260602104343Y0Y0.session,e65b75a51233c54153a28a50a3519ac7,1780410974298,2,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-446sq),PROCESS_GROUP_INSTANCE-CED887F3C8978DA2,false,1780410974298173000,1780410974367820000,69647,69647,55548,4475,32857,0,0,17544,0,0,0,2,1,6542,16190,200,true,3,PurePath,,
21264632Z1X104X0X2681889429X20260602104039Y0Y0.session,PurePath,1780410974293242000,1780410974380732000,87490,87490,87517,2918,37646,0,0,27671,0,87517,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,21264632Z1X104X0X2681889429X20260602104039Y0Y0.session,3331fce55e012d63b9305adfebdd8a1e,1780410974293,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-xhlqj),PROCESS_GROUP_INSTANCE-8FA982CA227ACAE8,false,1780410974293242000,1780410974380732000,87490,87490,87517,2918,37646,0,0,27671,0,0,0,2,1,7552,28177,200,true,3,PurePath,,
12243501Z1X82X0X3105576791X20260602103952Y0Y0.session,PurePath,1780410974290196000,1780410974453691000,163495,163495,163513,3387,32023,20085,0,106876,0,163513,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,12243501Z1X82X0X3105576791X20260602103952Y0Y0.session,5486f0a79204a1cad571fb10f541deb9,1780410974290,2,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-wmsq9),PROCESS_GROUP_INSTANCE-07F9E5EC76EDD8C4,false,1780410974290196000,1780410974453691000,163495,163495,163513,3387,32023,20085,0,106876,0,0,0,2,1,6717,110603,200,true,3,PurePath,,
13134433Z1X82X0X1661254937X20260602111017Y0Y0.session,PurePath,1780410974227214000,1780410974328314000,101100,101100,101125,0,40102,0,0,60821,0,101125,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,13134433Z1X82X0X1661254937X20260602111017Y0Y0.session,be90dbd73ebfd0f460a65b083689e402,1780410974227,2,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-mpmrk),PROCESS_GROUP_INSTANCE-0CEAA227E4D70B95,false,1780410974227214000,1780410974328314000,101100,101100,101125,0,40102,0,0,60821,0,0,0,2,1,5924,46255,200,true,2,PurePath,,
13833737Z1X80X0X137838218X20260602112900Y0Y0.session,PurePath,1780410974037232000,1780410974104947000,67715,67715,67738,0,38760,0,0,28778,0,67738,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,13833737Z1X80X0X137838218X20260602112900Y0Y0.session,0c5dece35f1d7e0c25d25ff74eaf76c6,1780410974037,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-84qvs),PROCESS_GROUP_INSTANCE-89B8C79D19ABBA8B,false,1780410974037232000,1780410974104947000,67715,67715,67738,0,38760,0,0,28778,0,0,0,2,1,6995,10220,200,true,2,PurePath,,
91679852Z1X35X0X1223362720X20260602111656Y0Y0.session,PurePath,1780410974016241000,1780410974085617000,69376,69376,69402,0,36279,0,0,32806,0,69402,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,91679852Z1X35X0X1223362720X20260602111656Y0Y0.session,c31b0c4053490a525f53a34febbf392d,1780410974016,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-rvcbz),PROCESS_GROUP_INSTANCE-6253C8785CC754B9,false,1780410974016241000,1780410974085617000,69376,69376,69402,0,36279,0,0,32806,0,0,0,2,1,8231,12563,200,true,3,PurePath,,
16417481Z1X104X0X2681890331X20260602104039Y0Y0.session,PurePath,1780410974015188000,1780410974098193000,83005,83005,71477,6031,39278,0,0,24130,0,71477,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,16417481Z1X104X0X2681890331X20260602104039Y0Y0.session,dd5e67d5410f11e0631cb44dd95543ee,1780410974015,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-br7rr),PROCESS_GROUP_INSTANCE-CD32EF9D406465C6,false,1780410974015188000,1780410974098193000,83005,83005,71477,6031,39278,0,0,24130,0,0,0,2,1,5497,15793,200,true,3,PurePath,,
16194010Z1X65X0X1961583292X20260602105822Y0Y0.session,PurePath,1780410973999209000,1780410974062619000,63410,63410,63427,0,33093,0,0,29953,0,63427,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,16194010Z1X65X0X1961583292X20260602105822Y0Y0.session,c02bdbed09663adf90ae209021f1361d,1780410973999,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-wmsq9),PROCESS_GROUP_INSTANCE-07F9E5EC76EDD8C4,false,1780410973999209000,1780410974062619000,63410,63410,63427,0,33093,0,0,29953,0,0,0,2,1,6473,13606,200,true,3,PurePath,,
15402156Z1X107X0X192441340X20260602112212Y0Y0.session,PurePath,1780410973997088000,1780410974100537000,103449,103449,12856,0,7213,96162,0,0,0,103375,SERVICE-464EB54489D67635,Microsserviços que checar restritivos do cliente e Produto (/fini/v1/brai-srv-empf-restbloq),/fini/v1/brai-srv-empf-restbloq/restritivos@_@/fini/v1/brai-srv-empf-restbloq/restritivos,15402156Z1X107X0X192441340X20260602112212Y0Y0.session,92cee4722ab923b77bcd61a5698da1d6,1780410973997,2,false,WebRequest,JAVA,0,false,false,true,vshell axway-apitraffic-*,vshell axway-apitraffic-* (axway-apitraffic-cff9b6b74-p7k9z),PROCESS_GROUP_INSTANCE-1C5A393AC0CCEBF4,false,1780410973997088000,1780410974100537000,103449,103449,12856,0,7213,96162,0,0,0,0,0,0,1,0,96933,200,true,0,PurePath,,
34631991Z1X35X0X2201362177X20260602104646Y0Y0.session,PurePath,1780410973983082000,1780410974057640000,74558,74558,10792,0,8195,66269,0,0,0,74464,SERVICE-464EB54489D67635,Microsserviços que checar restritivos do cliente e Produto (/fini/v1/brai-srv-empf-restbloq),/fini/v1/brai-srv-empf-restbloq/restritivos@_@/fini/v1/brai-srv-empf-restbloq/restritivos,34631991Z1X35X0X2201362177X20260602104646Y0Y0.session,1b1ef7534c5df84f9240ace7e1f7a871,1780410973983,1,false,WebRequest,JAVA,0,false,false,true,vshell axway-apitraffic-*,vshell axway-apitraffic-* (axway-apitraffic-cff9b6b74-b775h),PROCESS_GROUP_INSTANCE-C29A74E8B5EAA8CC,false,1780410973983082000,1780410974057640000,74558,74558,10792,0,8195,66269,0,0,0,0,0,0,1,0,67230,200,true,0,PurePath,,
14200960Z1X101X0X2153163904X20260602105825Y0Y0.session,PurePath,1780410973906169000,1780410973974708000,68539,68539,58115,0,36552,0,0,13035,0,58115,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,14200960Z1X101X0X2153163904X20260602105825Y0Y0.session,4ffb7936a8674a3513559b1b7515556b,1780410973906,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-rv2vv),PROCESS_GROUP_INSTANCE-62921E4DDD259931,false,1780410973906169000,1780410973974708000,68539,68539,58115,0,36552,0,0,13035,0,0,0,2,1,5961,12826,200,true,3,PurePath,,
15608224Z1X87X0X1864457330X20260602105221Y0Y0.session,PurePath,1780410973904183000,1780410973971184000,67001,67001,67019,4230,33841,0,0,12580,0,67019,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,15608224Z1X87X0X1864457330X20260602105221Y0Y0.session,6a808aa502558fdd4fedd64a01e32cb0,1780410973904,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-wmsq9),PROCESS_GROUP_INSTANCE-07F9E5EC76EDD8C4,false,1780410973904183000,1780410973971184000,67001,67001,67019,4230,33841,0,0,12580,0,0,0,2,1,5398,12908,200,true,3,PurePath,,
